Boro_Block_Lot,Baseline?,Condo_Section,Address,Neighborhood,Building_Classification,Total_Units,Year_Built,Gross_SqFt,Estimated_Gross_Income,Gross_Income_per_SqFt,Estimated_Expense,Expense_per_SqFt,Net_Operating_Income,Full_Market_Value,Market_Value_per_SqFt,Distance_From_Condo,BBL,BBLID,X,Y,Inspection_Type1,Inspection_ID1,Inspection_Date1,Result1,Inspection_Type2,Inspection_ID2,Inspection_Date2,Result2,Inspection_Type3,Inspection_ID3,Inspection_Date3,Result3,Inspection_Type4,Inspection_ID4,Inspection_Date4,Result4
1-01458-7501,No,0480-R1,1154 1 AVENUE,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,16,1910,12000,"$424,320 ",$35 ,"$159,720 ",$13 ,"$264,600 ","$1,956,000 ",$163 ,NA,1-01458-7501,1014587501,995405.7,216965.2,INITIAL_INSP,PO495260,6/25/12,Passed Inspection,INITIAL_INSP,PO370018,11/23/11,Passed Inspection,INITIAL_INSP,PO190586,11/4/10,Passed Inspection,NA,NA,NA,NA
1-01458-7502,No,0645-R1,1175 YORK AVENUE,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,238,1958,304510,"$11,373,449 ",$37 ,"$3,422,692 ",$11 ,"$7,950,757 ","$58,470,000 ",$192 ,NA,1-01458-7502,1014587502,995885.6,216758.5,INITIAL_INSP,PO495264,6/25/12,Passed Inspection,INITIAL_INSP,PO370006,11/23/11,Passed Inspection,INITIAL_INSP,PO190583,11/4/10,Passed Inspection,INITIAL_INSP,PO17415,10/22/09,Passed Inspection
1-01458-7503,No,0720-R1,425 EAST 63 STREET,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,495,1956,456286,"$15,212,575 ",$33 ,"$5,484,558 ",$12 ,"$9,728,017 ","$72,268,000 ",$158 ,NA,1-01458-7503,1014587503,995677.5,216872.7,INITIAL_INSP,PO495263,6/25/12,Passed Inspection,INITIAL_INSP,PO370007,11/23/11,Passed Inspection,INITIAL_INSP,PO190582,11/4/10,Passed Inspection,NA,NA,NA,NA
1-01458-7504,No,1197-R1,1152 1 AVENUE,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,16,1910,4267,"$218,812 ",$51 ,"$47,321 ",$11 ,"$171,491 ","$1,284,000 ",$301 ,NA,1-01458-7504,1014587504,995387.3,216931.9,INITIAL_INSP,PO495261,6/25/12,Passed Inspection,INITIAL_INSP,PO370019,11/23/11,Passed Inspection,INITIAL_INSP,PO190585,11/4/10,Passed Inspection,NA,NA,NA,NA
1-01460-0039,NA,NA,420 EAST 66 STREET,UPPER EAST SIDE (59-79),D9-ELEVATOR,40,1910,19370,"$972,374 ",$50 ,"$311,276 ",$16 ,"$661,098 ","$2,244,000 ",$116 ,0.14,1-01460-0039,1014600039,995912.2,217386.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01460-7501,No,0352-R1,404 EAST 66 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,158,1959,142140,"$4,693,463 ",$33 ,"$1,415,714 ",$10 ,"$3,277,749 ","$24,366,002 ",$171 ,NA,1-01460-7501,1014607501,995810.8,217394.6,INITIAL_INSP,PO495235,6/25/12,Passed Inspection,INITIAL_INSP,PO372827,11/30/11,Passed Inspection,INITIAL_INSP,PO344225,9/7/11,Passed Inspection,INITIAL_INSP,PO192067,10/26/10,Passed Inspection
1-01461-7501,No,1974-R1,400 EAST 67 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,128,2005,246580,"$9,697,991 ",$39 ,"$2,537,308 ",$10 ,"$7,160,683 ","$54,144,989 ",$220 ,NA,1-01461-7501,1014617501,995848.9,217728.6,INITIAL_INSP,PO495226,6/22/12,Passed Inspection,INITIAL_INSP,PO373323,11/21/11,Passed Inspection,INITIAL_INSP,PO192230,10/26/10,Passed Inspection,NA,NA,NA,NA
1-01463-7501,No,1830-R1,411 EAST 68 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,1,2003,17326,"$908,056 ",$52 ,"$202,887 ",$12 ,"$705,169 ","$4,271,000 ",$247 ,NA,1-01463-7501,1014637501,996207.8,218051.3,INITIAL_INSP,PO495220,6/22/12,Passed Inspection,INITIAL_INSP,PO374573,11/29/11,Passed Inspection,INITIAL_INSP,PO192446,10/27/10,Passed Inspection,NA,NA,NA,NA
1-01464-7501,No,0134-R1,400 EAST 70 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,216,1984,248163,"$11,063,107 ",$45 ,"$2,610,675 ",$11 ,"$8,452,432 ","$63,623,990 ",$256 ,NA,1-01464-7501,1014647501,996229.8,218382.8,INITIAL_INSP,PO495203,6/22/12,Passed Inspection,INITIAL_INSP,PO375608,11/21/11,Passed Inspection,INITIAL_INSP,PO197149,10/29/10,Passed Inspection,NA,NA,NA,NA
1-01465-0021,NA,NA,1313 YORK AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,442,1966,400612,"$13,356,786 ",$33 ,"$4,814,224 ",$12 ,"$8,542,562 ","$63,462,000 ",$158 ,0.34,1-01465-0021,1014650021,996700.1,218383.1,COMPLIANCE_INSP,PO197169,12/2/10,Active Rat Signs,INITIAL_INSP,PO495198,6/22/12,Passed Inspection,INITIAL_INSP,PO376118,12/1/11,Passed Inspection,INITIAL_INSP,PO197169,10/29/10,Active Rat Signs
1-01466-7501,No,0741-R1,422 EAST 72 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,204,1990,322581,"$13,164,531 ",$41 ,"$3,245,165 ",$10 ,"$9,919,366 ","$74,924,996 ",$232 ,NA,1-01466-7501,1014667501,996719.5,218681.8,COMPLIANCE_INSP,PO197480,12/2/10,Active Rat Signs,INITIAL_INSP,PO495180,6/21/12,Passed Inspection,INITIAL_INSP,PO376415,12/5/11,Passed Inspection,INITIAL_INSP,PO197480,11/4/10,Active Rat Signs
1-01467-0021,NA,NA,1365 YORK AVENUE,UPPER EAST SIDE (59-79),D8-ELEVATOR,499,1977,492654,"$23,405,474 ",$48 ,"$6,054,081 ",$12 ,"$17,351,393 ","$130,334,000 ",$265 ,0.14,1-01467-0021,1014670021,996991.8,218876.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01467-7501,No,0687-R1,1356 1 AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,28,1910,19747,"$638,421 ",$32 ,"$190,559 ",$10 ,"$447,862 ","$3,334,000 ",$169 ,NA,1-01467-7501,1014677501,996630.5,219166.1,INITIAL_INSP,PO495154,6/20/12,Passed Inspection,INITIAL_INSP,PO378553,12/5/11,Passed Inspection,INITIAL_INSP,PO197548,11/3/10,Passed Inspection,NA,NA,NA,NA
1-01469-7501,No,0649-R1,401 EAST 74 STREET,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,251,1962,273109,"$11,374,990 ",$42 ,"$3,484,871 ",$13 ,"$7,890,119 ","$59,562,000 ",$218 ,NA,1-01469-7501,1014697501,996891.6,219522.2,INITIAL_INSP,PO381731,12/12/11,Passed Inspection,INITIAL_INSP,PO201711,12/21/10,Passed Inspection,INITIAL_INSP,PO11281,9/21/09,Passed Inspection,NA,NA,NA,NA
1-01469-7502,No,1944-R1,433 EAST 74 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,11,2007,33480,"$1,450,354 ",$43 ,"$332,791 ",$10 ,"$1,117,563 ","$8,420,000 ",$251 ,NA,1-01469-7502,1014697502,997119,219362,INITIAL_INSP,PO381726,12/12/11,Passed Inspection,INITIAL_INSP,PO201716,12/21/10,Passed Inspection,NA,NA,NA,NA,NA,NA,NA,NA
1-01470-7501,No,1203-R1,404 EAST 76 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,181,1999,200000,"$9,210,000 ",$46 ,"$2,226,000 ",$11 ,"$6,984,000 ","$52,514,989 ",$263 ,NA,1-01470-7501,1014707501,997058.3,219777.9,INITIAL_INSP,PO495051,6/19/12,Passed Inspection,INITIAL_INSP,PO382252,12/13/11,Passed Inspection,INITIAL_INSP,PO203689,11/12/10,Passed Inspection,NA,NA,NA,NA
1-01471-7501,No,1300-R1,435 EAST 76 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,26,1900,24989,"$855,623 ",$34 ,"$279,627 ",$11 ,"$575,996 ","$4,267,999 ",$171 ,NA,1-01471-7501,1014717501,997495.1,219791.1,INITIAL_INSP,PO495034,6/18/12,Passed Inspection,INITIAL_INSP,PO382609,12/12/11,Passed Inspection,INITIAL_INSP,PO203744,11/10/10,Passed Inspection,NA,NA,NA,NA
1-01472-0022,NA,NA,1453 YORK AVENUE,UPPER EAST SIDE (59-79),D7-ELEVATOR,96,1958,75936,"$2,695,740 ",$36 ,"$795,061 ",$10 ,"$1,900,679 ","$14,049,000 ",$185 ,0.17,1-01472-0022,1014720022,997649.8,220003.7,INITIAL_INSP,PO495002,6/15/12,Passed Inspection,INITIAL_INSP,PO383830,12/15/11,Passed Inspection,INITIAL_INSP,PO210988,11/23/10,Passed Inspection,NA,NA,NA,NA
1-01473-7501,No,0246-R1,404 EAST 79 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,208,1986,205982,"$9,324,805 ",$45 ,"$2,731,321 ",$13 ,"$6,593,484 ","$49,608,999 ",$241 ,NA,1-01473-7501,1014737501,997410.9,220510.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01473-7502,No,0593-R1,460 EAST 79 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,120,1959,141945,"$4,841,744 ",$34 ,"$1,462,034 ",$10 ,"$3,379,710 ","$25,052,000 ",$176 ,NA,1-01473-7502,1014737502,997817.1,220260.9,INITIAL_INSP,PO494980,6/18/12,Passed Inspection,INITIAL_INSP,PO384053,12/15/11,Passed Inspection,INITIAL_INSP,PO211030,12/3/10,Passed Inspection,NA,NA,NA,NA
1-01473-7503,No,0673-R1,399 1 AVENUE,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,36,1910,21145,"$662,684 ",$31 ,"$169,371 ",$8 ,"$493,313 ","$3,683,000 ",$174 ,NA,1-01473-7503,1014737503,997313.7,220426.1,INITIAL_INSP,PO494958,6/18/12,Passed Inspection,INITIAL_INSP,PO384062,12/20/11,Passed Inspection,INITIAL_INSP,PO211052,12/3/10,Passed Inspection,NA,NA,NA,NA
1-01473-7504,No,1458-R1,408 EAST 79 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,53,2004,108075,"$4,650,000 ",$43 ,"$1,250,000 ",$12 ,"$3,400,000 ","$25,080,014 ",$232 ,NA,1-01473-7504,1014737504,997493.5,220456.3,INITIAL_INSP,PO494983,6/18/12,Passed Inspection,INITIAL_INSP,PO384057,12/15/11,Passed Inspection,INITIAL_INSP,PO211057,12/3/10,Passed Inspection,NA,NA,NA,NA
1-01483-7501,No,0610-R1,524 EAST 72 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,146,1989,233223,"$9,172,661 ",$39 ,"$2,399,865 ",$10 ,"$6,772,796 ","$51,212,001 ",$220 ,NA,1-01483-7501,1014837501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01484-0026,NA,NA,530 EAST 73 STREET,UPPER EAST SIDE (59-79),D8-ELEVATOR,414,1986,583731,"$25,852,301 ",$44 ,"$7,278,486 ",$12 ,"$18,573,815 ","$139,842,000 ",$240 ,0,1-01484-0026,1014840026,997650,218517.7,INITIAL_INSP,PO494899,6/13/12,Passed Inspection,INITIAL_INSP,PO378525,12/6/11,Passed Inspection,INITIAL_INSP,PO197507,11/4/10,Passed Inspection,NA,NA,NA,NA
1-01484-7501,No,1798-R1,515 EAST 72 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,343,1985,433098,"$20,576,486 ",$48 ,"$5,322,774 ",$12 ,"$15,253,712 ","$114,577,981 ",$265 ,NA,1-01484-7501,1014847501,997338,218686.9,INITIAL_INSP,PO494892,6/13/12,Passed Inspection,INITIAL_INSP,PO378528,12/5/11,Passed Inspection,INITIAL_INSP,PO197500,11/4/10,Passed Inspection,NA,NA,NA,NA
1-01487-7501,No,0239-R1,1420 YORK AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,95,1956,50038,"$1,717,304 ",$34 ,"$545,414 ",$11 ,"$1,171,890 ","$8,682,998 ",$174 ,NA,1-01487-7501,1014877501,997619.7,219449.9,INITIAL_INSP,PO494850,6/14/12,Passed Inspection,INITIAL_INSP,PO382235,12/13/11,Passed Inspection,INITIAL_INSP,PO203721,11/10/10,Passed Inspection,NA,NA,NA,NA
1-01487-7502,No,0419-R1,530 EAST 76 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,209,1986,317169,"$14,358,241 ",$45 ,"$4,205,661 ",$13 ,"$10,152,580 ","$76,387,005 ",$241 ,NA,1-01487-7502,1014877502,998095.7,219162.5,INITIAL_INSP,PO494861,6/14/12,Passed Inspection,INITIAL_INSP,PO382230,12/13/11,Passed Inspection,INITIAL_INSP,PO203726,11/10/10,Passed Inspection,NA,NA,NA,NA
1-01488-0001,NA,NA,1434 YORK AVENUE,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,1964,257244,"$12,215,419 ",$47 ,"$3,790,301 ",$15 ,"$8,425,118 ","$63,290,000 ",$246 ,0.32,1-01488-0001,1014880001,997741.4,219634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01488-0013,NA,NA,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,1964,257244,"$12,220,522 ",$48 ,"$3,985,891 ",$15 ,"$8,234,631 ","$61,854,000 ",$240 ,0.19,1-01488-0013,1014880013,997932.7,219527.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01488-0045,NA,NA,500 EAST 77 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,427,1964,530809,"$12,863,492 ",$24 ,"$4,064,512 ",$8 ,"$8,798,980 ","$60,280,000 ",$114 ,0.67,1-01488-0045,1014880045,997832,219571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01490-0122,NA,NA,555 EAST 78 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,"$2,626,762 ",$35 ,"$919,472 ",$12 ,"$1,707,290 ","$12,641,000 ",$167 ,0.15,1-01490-0122,1014900122,998519.1,219783,INITIAL_INSP,PO494835,6/14/12,Passed Inspection,INITIAL_INSP,PO384041,12/15/11,Passed Inspection,NA,NA,NA,NA,NA,NA,NA,NA
1-01491-0041,NA,NA,66 EAST 80 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,18,1925,12648,"$408,228 ",$32 ,"$105,889 ",$8 ,"$302,339 ","$2,251,000 ",$178 ,0.1,1-01491-0041,1014910041,995123.9,222122.5,INITIAL_INSP,PO511407,8/2/12,Passed Inspection,INITIAL_INSP,PO374156,11/22/11,Passed Inspection,INITIAL_INSP,PO202670,11/8/10,Passed Inspection,NA,NA,NA,NA
1-01491-7501,No,0026-R1,900 PARK AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,126,1973,199534,"$7,063,504 ",$35 ,"$2,198,865 ",$11 ,"$4,864,639 ","$35,962,015 ",$180 ,NA,1-01491-7501,1014917501,995139,222075.3,INITIAL_INSP,PO511408,8/2/12,Passed Inspection,INITIAL_INSP,PO374154,11/22/11,Passed Inspection,INITIAL_INSP,PO202668,11/8/10,Passed Inspection,NA,NA,NA,NA
1-01491-7502,No,0035-R1,988 5 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,13,1926,50888,"$2,404,458 ",$47 ,"$870,185 ",$17 ,"$1,534,273 ","$11,527,000 ",$227 ,NA,1-01491-7502,1014917502,994486.3,222515.9,COMPLIANCE_INSP,PO195732,12/7/10,Passed Inspection,INITIAL_INSP,PO511373,8/1/12,Passed Inspection,INITIAL_INSP,PO377128,12/2/11,Passed Inspection,INITIAL_INSP,PO195732,10/29/10,Active Rat Signs
1-01492-0015,NA,NA,1058 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,72,1938,104209,"$4,751,931 ",$46 ,"$1,282,453 ",$12 ,"$3,469,478 ","$26,098,000 ",$250 ,0.15,1-01492-0015,1014920015,994825.5,222499.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01492-7501,No,0531-R1,45 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,50,1987,101117,"$4,220,624 ",$42 ,"$952,522 ",$9 ,"$3,268,102 ","$24,668,998 ",$244 ,NA,1-01492-7501,1014927501,994987.5,222381.8,INITIAL_INSP,PO511204,7/31/12,Passed Inspection,INITIAL_INSP,PO374118,11/25/11,Passed Inspection,INITIAL_INSP,PO202632,11/5/10,Passed Inspection,NA,NA,NA,NA
1-01493-7501,No,0051-R1,1080 MADISON AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,31,1981,50384,"$2,146,358 ",$43 ,"$602,089 ",$12 ,"$1,544,269 ","$9,419,308 ",$187 ,NA,1-01493-7501,1014937501,994977.8,222740.5,INITIAL_INSP,PO509865,7/23/12,Passed Inspection,INITIAL_INSP,PO377094,11/30/11,Passed Inspection,INITIAL_INSP,PO195648,10/28/10,Passed Inspection,NA,NA,NA,NA
1-01493-7502,No,0166-R1,22 EAST 82 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,9,1900,18949,"$630,244 ",$33 ,"$180,773 ",$10 ,"$449,471 ","$3,347,001 ",$177 ,NA,1-01493-7502,1014937502,994993.1,222812.1,INITIAL_INSP,PO509863,7/23/12,Passed Inspection,INITIAL_INSP,PO377092,11/30/11,Passed Inspection,INITIAL_INSP,PO195650,10/28/10,Passed Inspection,NA,NA,NA,NA
1-01493-7503,No,0180-R1,1082 MADISON AVENUE,UPPER EAST SIDE (79-96),R9-CONDOMINIUM,17,1910,22751,"$788,550 ",$35 ,"$211,357 ",$9 ,"$577,193 ","$4,274,000 ",$188 ,NA,1-01493-7503,1014937503,995035.7,222788.5,INITIAL_INSP,PO509864,7/23/12,Passed Inspection,INITIAL_INSP,PO377093,11/30/11,Passed Inspection,INITIAL_INSP,PO195649,10/28/10,Passed Inspection,NA,NA,NA,NA
1-01493-7504,No,0912-R1,944 PARK AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,23,1929,52387,"$1,903,744 ",$36 ,"$578,876 ",$11 ,"$1,324,868 ","$9,766,998 ",$186 ,NA,1-01493-7504,1014937504,995400.5,222497.8,INITIAL_INSP,PO509883,7/24/12,Passed Inspection,INITIAL_INSP,PO374107,11/25/11,Passed Inspection,INITIAL_INSP,PO202443,11/5/10,Passed Inspection,INITIAL_INSP,PO74557,4/23/10,Passed Inspection
1-01494-0015,NA,NA,1094 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,112,1911,106947,"$5,916,440 ",$55 ,"$1,482,772 ",$14 ,"$4,433,668 ","$33,070,000 ",$309 ,0.15,1-01494-0015,1014940015,995132.1,222975.8,INITIAL_INSP,PO506821,6/28/12,Passed Inspection,INITIAL_INSP,PO377078,11/30/11,Passed Inspection,INITIAL_INSP,PO195580,10/28/10,Passed Inspection,NA,NA,NA,NA
1-01495-7501,No,0365-R1,1114 MADISON AVENUE,UPPER EAST SIDE (79-96),R9-CONDOMINIUM,56,1938,83594,"$3,624,636 ",$43 ,"$961,331 ",$12 ,"$2,663,305 ","$20,066,000 ",$240 ,NA,1-01495-7501,1014957501,995218.7,223186.7,INITIAL_INSP,PO506329,7/26/12,Passed Inspection,INITIAL_INSP,PO377060,11/30/11,Passed Inspection,INITIAL_INSP,PO195562,10/28/10,Passed Inspection,NA,NA,NA,NA
1-01496-7501,No,0444-R1,30 EAST 85 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,92,1987,152249,"$6,609,129 ",$43 ,"$1,495,085 ",$10 ,"$5,114,044 ","$38,529,999 ",$253 ,NA,1-01496-7501,1014967501,995368.2,223475.6,INITIAL_INSP,PO504717,7/23/12,Passed Inspection,INITIAL_INSP,PO377046,11/29/11,Passed Inspection,INITIAL_INSP,PO195549,10/28/10,Passed Inspection,NA,NA,NA,NA
1-01497-0009,NA,NA,1150 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,360,1923,472600,"$14,804,490 ",$31 ,"$4,531,971 ",$10 ,"$10,272,519 ","$76,683,000 ",$162 ,0.22,1-01497-0009,1014970009,995433.6,223717.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01498-0007,NA,NA,5 EAST 86 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,66,1961,46600,"$1,697,203 ",$36 ,"$546,620 ",$12 ,"$1,150,583 ","$8,481,000 ",$182 ,0.24,1-01498-0007,1014980007,995439.3,224021.8,INITIAL_INSP,PO503506,7/16/12,Passed Inspection,INITIAL_INSP,PO377020,11/29/11,Passed Inspection,INITIAL_INSP,PO195464,10/28/10,Passed Inspection,NA,NA,NA,NA
1-01498-7501,No,0164-R1,55 EAST 86 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,46,1924,97767,"$4,011,380 ",$41 ,"$1,102,812 ",$11 ,"$2,908,568 ","$21,966,005 ",$225 ,NA,1-01498-7501,1014987501,995839.5,223790.8,INITIAL_INSP,PO503515,7/17/12,Passed Inspection,INITIAL_INSP,PO370364,11/21/11,Passed Inspection,INITIAL_INSP,PO202317,11/4/10,Passed Inspection,NA,NA,NA,NA
1-01499-7501,No,0343-R1,60 EAST 88 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,18,1986,60288,"$2,327,117 ",$39 ,"$641,464 ",$11 ,"$1,685,653 ","$12,753,001 ",$212 ,NA,1-01499-7501,1014997501,996111,224042.9,INITIAL_INSP,PO503206,7/11/12,Passed Inspection,INITIAL_INSP,PO374050,11/28/11,Passed Inspection,INITIAL_INSP,PO202314,11/4/10,Passed Inspection,NA,NA,NA,NA
1-01500-0053,NA,NA,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1958,117340,"$5,543,856 ",$47 ,"$1,488,267 ",$13 ,"$4,055,589 ","$30,470,000 ",$260 ,0.11,1-01500-0053,1015000053,996082.8,224361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01500-0065,NA,NA,4 EAST 89 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,84,1955,70678,"$2,505,207 ",$35 ,"$850,828 ",$12 ,"$1,654,379 ","$12,229,000 ",$173 ,0.2,1-01500-0065,1015000065,995732.2,224528.9,INITIAL_INSP,PO502308,7/10/12,Passed Inspection,INITIAL_INSP,PO376970,11/28/11,Passed Inspection,INITIAL_INSP,PO195453,10/27/10,Passed Inspection,NA,NA,NA,NA
1-01501-7501,No,0810-R1,1239 MADISON AVENUE,UPPER EAST SIDE (79-96),R9-CONDOMINIUM,251,1969,487413,"$13,823,033 ",$28 ,"$4,201,500 ",$9 ,"$9,621,533 ","$69,200,000 ",$142 ,NA,1-01501-7501,1015017501,996260.8,224501.1,INITIAL_INSP,PO501978,7/11/12,Passed Inspection,INITIAL_INSP,PO374033,11/29/11,Passed Inspection,INITIAL_INSP,PO202297,11/4/10,Passed Inspection,NA,NA,NA,NA
1-01503-7501,No,1389-R1,47 EAST 91 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,10,1920,45847,"$1,837,089 ",$40 ,"$456,178 ",$10 ,"$1,380,911 ","$10,453,999 ",$228 ,NA,1-01503-7501,1015037501,996398.8,224953.8,INITIAL_INSP,PO500233,7/10/12,Passed Inspection,INITIAL_INSP,PO373924,11/30/11,Passed Inspection,INITIAL_INSP,PO199145,11/3/10,Passed Inspection,NA,NA,NA,NA
1-01505-7501,No,0028-R1,55 EAST 93 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,29,1980,23232,"$941,825 ",$41 ,"$278,784 ",$12 ,"$663,041 ","$5,009,001 ",$216 ,NA,1-01505-7501,1015057501,996726.4,225392,INITIAL_INSP,PO497668,6/20/12,Passed Inspection,INITIAL_INSP,PO373833,11/30/11,Passed Inspection,INITIAL_INSP,PO199098,11/1/10,Passed Inspection,NA,NA,NA,NA
1-01505-7502,No,0100-R1,40 EAST 94 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,215,1984,299069,"$12,088,369 ",$40 ,"$3,729,390 ",$12 ,"$8,358,979 ","$63,158,009 ",$211 ,NA,1-01505-7502,1015057502,996722.5,225403.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01507-7501,No,0232-R1,14 EAST 96 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,17,1985,25633,"$1,003,788 ",$39 ,"$267,865 ",$10 ,"$735,923 ","$4,686,004 ",$183 ,NA,1-01507-7501,1015077501,996724.5,226097.1,INITIAL_INSP,PO496406,6/14/12,Passed Inspection,INITIAL_INSP,PO376800,11/23/11,Passed Inspection,INITIAL_INSP,PO195218,10/26/10,Passed Inspection,NA,NA,NA,NA
1-01509-0006,NA,NA,107 EAST 80 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,33,1925,52272,"$2,335,704 ",$45 ,"$712,236 ",$14 ,"$1,623,468 ","$12,219,000 ",$234 ,0.2,1-01509-0006,1015090006,995572,222080.2,INITIAL_INSP,PO511221,8/2/12,Passed Inspection,INITIAL_INSP,PO372790,11/22/11,Passed Inspection,INITIAL_INSP,PO209919,11/24/10,Passed Inspection,NA,NA,NA,NA
1-01509-0020,NA,NA,151 EAST 80 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,52,1922,57666,"$3,751,251 ",$65 ,"$922,835 ",$16 ,"$2,828,416 ","$20,937,000 ",$363 ,0.16,1-01509-0020,1015090020,995868.6,221903,INITIAL_INSP,PO511262,8/3/12,Passed Inspection,INITIAL_INSP,PO372386,12/6/11,Passed Inspection,INITIAL_INSP,PO210624,11/24/10,Passed Inspection,NA,NA,NA,NA
1-01510-7501,No,1698-R1,1438 3 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,94,1985,138096,"$5,994,747 ",$43 ,"$1,356,103 ",$10 ,"$4,638,644 ","$31,019,963 ",$225 ,NA,1-01510-7501,1015107501,996292.7,222011.5,INITIAL_INSP,PO509930,7/24/12,Passed Inspection,INITIAL_INSP,PO372370,12/1/11,Passed Inspection,INITIAL_INSP,PO210605,11/23/10,Passed Inspection,NA,NA,NA,NA
1-01511-7501,No,0522-R1,129 EAST 82 STREET,UPPER EAST SIDE (79-96),R9-CONDOMINIUM,32,1916,48138,"$1,648,245 ",$34 ,"$538,664 ",$11 ,"$1,109,581 ","$8,222,000 ",$171 ,NA,1-01511-7501,1015117501,996013.2,222440.1,INITIAL_INSP,PO506866,6/29/12,Passed Inspection,INITIAL_INSP,PO372750,11/21/11,Passed Inspection,INITIAL_INSP,PO209878,3/9/11,Passed Inspection,INITIAL_INSP,PO209859,11/22/10,Passed Inspection
1-01511-7502,No,2196-R1,167 EAST 82 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,38,1929,62208,"$2,167,949 ",$35 ,"$414,927 ",$7 ,"$1,753,022 ","$4,352,534 ",$70 ,NA,1-01511-7502,1015117502,996344.9,222267.9,INITIAL_INSP,PO506888,7/2/12,Passed Inspection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
